report_date_as_yyyy_mm_dd,open_interest,dealer_long,dealer_short,asset_mgr_long,asset_mgr_short,lev_long,lev_short,lev_net,lev_net_share_oi
2012-04-10,150875,55399,13528,66179,9721,16904,76439,-59535,-0.39459817729908864
2012-04-17,144168,49882,16952,66051,9662,16398,69966,-53568,-0.37156650574329947
2012-04-24,137636,45075,18731,65856,9885,13629,63317,-49688,-0.36101020081955304
2012-05-01,140349,46725,23036,65833,9085,13797,60418,-46621,-0.3321790678950331
2012-05-08,141842,37786,33279,64759,9659,13117,52164,-39047,-0.27528517646395284
2012-05-15,139275,35173,36564,63052,10195,15517,46525,-31008,-0.22263866451265482
2012-05-22,142168,33944,44695,62700,9844,16839,42473,-25634,-0.1803078048505993
2012-05-29,140684,31944,49238,62797,9937,17918,38537,-20619,-0.14656250888516106
2012-06-05,169663,31069,66944,61841,8715,33970,47536,-13566,-0.07995850597950054
2012-06-12,174278,36260,66701,62267,8263,34962,48344,-13382,-0.07678536590963862
2012-06-19,123868,2192,28348,61007,8122,41708,35047,6661,0.05377498627571285
2012-06-26,123247,8689,15111,59386,8242,40675,43590,-2915,-0.023651691319058477
2012-07-03,117403,9493,16444,58798,7667,33291,38393,-5102,-0.04345715186153676
2012-07-10,115522,9588,24120,59183,7740,29471,29682,-211,-0.0018264919236162809
2012-07-17,121806,8340,28932,61307,8205,33249,30816,2433,0.019974385498251316
2012-07-24,139033,4910,46061,62855,8270,48211,31494,16717,0.12023764142325923
2012-07-31,144095,3921,54035,62761,7430,51404,29278,22126,0.15355147645650438
2012-08-07,148998,7955,52459,62607,7581,52507,34267,18240,0.12241775057383321
2012-08-14,151036,9225,55665,62536,7474,52752,30159,22593,0.149586853465399
2012-08-21,141458,14903,44565,62471,7069,42689,29129,13560,0.0958588414935882
2012-08-28,149444,11519,56070,62834,8025,50253,30438,19815,0.13259147239099595
2012-09-04,152452,10668,61601,62141,8283,51490,29757,21733,0.1425563456038622
2012-09-11,176618,7588,65464,64586,6336,57345,31793,25552,0.1446738158058635
2012-09-18,128862,1585,43445,62979,6742,39179,28571,10608,0.08232062206080924
2012-09-25,137692,4479,48391,61377,7384,44514,27316,17198,0.1249019550881678
2012-10-02,141693,4135,56501,59847,7006,49486,26474,23012,0.16240745837832496
2012-10-09,127442,5996,43193,59991,6863,39049,24788,14261,0.11190188477895827
2012-10-16,131343,9984,41337,59565,7043,41169,27691,13478,0.10261681246811782
2012-10-23,137135,24925,26351,58799,6808,37698,38527,-829,-0.006045138002698071
2012-10-30,147135,35372,19166,58014,7101,40113,53116,-13003,-0.08837462194583207
2012-11-06,161552,47821,19213,55916,7309,44870,63066,-18196,-0.1126324650886402
2012-11-13,155931,44741,25662,55485,8038,40246,51350,-11104,-0.07121098434564006
2012-11-20,180979,61839,18454,55823,8946,45380,74896,-29516,-0.16309074533509413
2012-11-27,208130,82163,16667,55601,10267,53361,100835,-47474,-0.2280978234757123
2012-12-04,220982,87287,14005,53754,10416,53597,103347,-49750,-0.22513145867084197
2012-12-11,267582,83628,15115,54568,9774,50058,103805,-53747,-0.20086179189930564
2012-12-18,196662,86969,7504,53288,8456,23610,111170,-87560,-0.4452309037841576
2012-12-24,195705,89696,8277,52744,7832,21077,105688,-84611,-0.4323394905597711
2012-12-31,194632,84420,9532,52037,8072,20391,103169,-82778,-0.4253051913354433
2013-01-08,193295,81990,13167,50842,7112,20465,101704,-81239,-0.4202850565198272
2013-01-15,196509,75209,12338,50029,7036,19763,99690,-79927,-0.40673455159814564
2013-01-22,202225,77237,12130,49835,6294,23062,101043,-77981,-0.385615032760539
2013-01-29,219635,88636,12537,51946,7212,25435,109944,-84509,-0.38477018690099485
2013-02-05,217709,99580,12677,32642,8765,25925,107995,-82070,-0.3769710944425816
2013-02-12,215036,103825,14188,23256,10037,29517,104585,-75068,-0.34909503524991164
2013-02-19,218241,106818,15051,23697,10178,28909,106661,-77752,-0.35626669599204547
2013-02-26,216323,104902,14573,22729,8366,29092,116296,-87204,-0.4031194094016817
2013-03-05,241938,114351,15027,20919,10311,30704,119455,-88751,-0.36683365159669007
2013-03-12,288474,137822,17092,20475,13225,32269,142209,-109940,-0.38110886943017397
2013-03-19,216674,98355,14504,20506,13589,41097,116075,-74978,-0.34604059554907374
2013-03-26,220896,103147,18782,20114,12420,39805,112933,-73128,-0.331051716644937
2013-04-02,213997,99836,25297,20290,12387,39944,103518,-63574,-0.2970789310130516
2013-04-09,220626,108488,23630,19991,15814,42593,104010,-61417,-0.27837607534923353
2013-04-16,214577,118477,20350,20911,13609,35689,105765,-70076,-0.3265774057797434
2013-04-23,204150,107794,22294,19979,14221,39782,90051,-50269,-0.24623561107029146
2013-04-30,198106,104066,26822,18975,14036,38795,80744,-41949,-0.2117502751052467
2013-05-07,209370,110698,26088,19154,14244,42176,90208,-48032,-0.2294120456607919
2013-05-14,229746,120530,26354,18337,17032,48837,100845,-52008,-0.2263717322608446
2013-05-21,227826,128097,25721,18404,18570,40054,99040,-58986,-0.25890811408706643
2013-05-28,231012,127534,24995,22083,18967,38455,102992,-64537,-0.2793664398386231
2013-06-04,219135,115566,31524,24073,16612,38271,90863,-52592,-0.2399981746412029
2013-06-11,243644,110064,36672,25098,18297,43243,81056,-37813,-0.15519774753328627
2013-06-18,163921,87747,4789,25469,21086,30375,72191,-41816,-0.2550984925665412
2013-06-25,161160,80784,5601,25648,23241,31899,72542,-40643,-0.2521903698188136
2013-07-02,178926,95104,4118,25233,24410,34274,84398,-50124,-0.28013815767412226
2013-07-09,185249,106237,3541,26339,23707,30917,92813,-61896,-0.3341232611242166
2013-07-16,182429,108780,5334,25424,22504,26520,92385,-65865,-0.3610445707645166
2013-07-23,187250,111844,5273,24139,21444,28705,95338,-66633,-0.35585046728971964
2013-07-30,174872,101437,10256,25477,18827,23304,86876,-63572,-0.36353447092730684
2013-08-06,172059,97330,9685,25554,16314,24553,85884,-61331,-0.3564533096205371
2013-08-13,159496,85433,8808,25383,15087,22560,76572,-54012,-0.33864172142248083
2013-08-20,162168,85582,13228,25987,15056,24023,77148,-53125,-0.3275923733412264
2013-08-27,175588,91184,13982,25637,15047,26962,86054,-59092,-0.336537804405768
2013-09-03,178360,99458,10446,25446,13646,31289,91528,-60239,-0.33773828212603724
2013-09-10,197099,112818,6157,25239,13932,24356,97601,-73245,-0.37161527963104835
2013-09-17,177045,86916,3739,26299,11994,37657,100927,-63270,-0.3573667711598746
2013-09-24,174892,89069,6443,27648,12408,33898,94528,-60630,-0.3466710884431535
2013-10-01,170525,86906,11866,26741,12118,30298,85348,-55050,-0.32282656501979184
2013-10-08,165957,74534,21172,27935,14095,34774,69664,-34890,-0.21023518140241146
2013-10-15,159871,74136,19061,27041,13134,33112,66829,-33717,-0.2109012891643888
2013-10-22,152938,78370,10787,26202,13379,21204,69897,-48693,-0.3183839202814212
2013-10-29,151987,73451,10815,23551,12447,25879,66468,-40589,-0.26705573502996965
2013-11-05,169004,86326,8950,23084,13247,32188,77147,-44959,-0.26602328938960024
2013-11-12,195690,108594,5783,23297,13124,33894,100099,-66205,-0.33831570340845213
2013-11-19,214211,125322,6378,22408,14200,35741,115427,-79686,-0.37199770319918213
2013-11-26,236713,138777,4991,21395,16258,40686,129748,-89062,-0.3762446506951456
2013-12-03,245167,148164,4039,21240,17171,38505,142988,-104483,-0.4261707326026749
2013-12-10,262229,145334,9695,22569,15207,40742,135455,-94713,-0.3611843083716904
2013-12-17,232743,117342,4665,23144,20819,45916,133054,-87138,-0.37439579278431573
2013-12-24,239160,127448,5772,23160,20586,43938,135205,-91267,-0.381614818531527
2013-12-31,232225,121792,6492,22595,21107,42204,126843,-84639,-0.3644698029927872
2014-01-07,230156,118407,10626,21850,20402,40600,120655,-80055,-0.3478292983889188
2014-01-14,218324,106752,13499,22313,20072,38923,115649,-76726,-0.35143181693263226
2014-01-21,217548,103982,17221,23410,19625,41767,111587,-69820,-0.3209406659679703
2014-01-28,203014,83311,33443,25807,18128,43671,88714,-45043,-0.22187139803166284
2014-02-04,199361,83358,40582,27542,18147,39967,80115,-40148,-0.20138342002698623
2014-02-11,196435,84301,40931,24799,18660,40886,80114,-39228,-0.1996996461933973
2014-02-18,200057,85445,38326,23105,17418,43462,82600,-39138,-0.1956342442403915
2014-02-25,203743,89792,39880,21349,17856,41622,85939,-44317,-0.21751422134748188
2014-03-04,205886,84547,36399,19358,18243,47331,88276,-40945,-0.19887219140689508
2014-03-11,242170,97304,28513,18906,18394,43677,100229,-56552,-0.23352190609902135
2014-03-18,156922,79833,10984,20280,18137,26521,75369,-48848,-0.3112884108028192
2014-03-25,158280,93589,9721,19806,19334,22065,75868,-53803,-0.3399229214051049
2014-04-01,188464,115453,10089,17796,20460,32157,96976,-64819,-0.34393305883351727
2014-04-08,181814,112183,13948,18766,19249,24135,90072,-65937,-0.3626618412223481
2014-04-15,164843,91562,17182,19414,20856,22729,71705,-48976,-0.2971069441832532
2014-04-22,165674,93996,17017,18357,18264,25236,75018,-49782,-0.3004816688194889
2014-04-29,168820,99672,15985,18870,18409,20892,76299,-55407,-0.3282016348773842
2014-05-06,167093,87569,17973,19241,17664,25799,74461,-48662,-0.2912270412285374
2014-05-13,164707,90982,15570,19754,17274,24568,74476,-49908,-0.3030108009981361
2014-05-20,164819,81118,28266,21130,17202,24232,64442,-40210,-0.24396459146093594
2014-05-27,162820,83254,22942,23331,16057,24365,69150,-44785,-0.27505834664046186
2014-06-03,171804,94759,14965,25790,16606,25798,79927,-54129,-0.31506251309631905
2014-06-10,201094,97764,16200,28652,17570,25188,85905,-60717,-0.30193342416979124
2014-06-17,153007,84148,7588,29402,17805,20271,80418,-60147,-0.3930996621069624
2014-06-24,148257,80770,9012,30574,16701,17172,75625,-58453,-0.3942680615417822
2014-07-01,156480,75858,23509,30855,16894,19599,72574,-52975,-0.3385416666666667
2014-07-08,157710,84162,22591,31766,17336,16100,74561,-58461,-0.37068670344302834
2014-07-15,155127,84732,27713,32470,17046,13647,68318,-54671,-0.35242736596466123
2014-07-22,162029,84823,37392,33469,16638,17045,63261,-46216,-0.28523289040850713
2014-07-29,172210,95609,26794,33813,18464,17776,76713,-58937,-0.34223912664769757
2014-08-05,192906,111391,10849,34025,18889,23451,100618,-77167,-0.4000238458109131
2014-08-12,192140,108904,28040,34041,17598,25113,94908,-69795,-0.36325075465806184
2014-08-19,203180,113309,18072,34333,19366,31725,105370,-73645,-0.3624618564819372
2014-08-26,218009,128155,7250,34314,19586,31770,122202,-90432,-0.414808562949236
2014-09-02,230937,143384,8272,34883,19813,26430,130130,-103700,-0.4490402144307755
2014-09-09,255624,130762,6892,33766,22922,28874,115498,-86624,-0.3388727193064814
2014-09-16,208235,112322,3664,33687,27872,36991,113583,-76592,-0.36781520877854346
2014-09-23,222214,127486,4589,32602,29019,30416,124263,-93847,-0.42232712610366585
2014-09-30,239477,140967,7629,31952,33894,35592,130165,-94573,-0.3949147517298112
2014-10-07,223255,123682,4361,32080,31997,27877,117443,-89566,-0.40118250431121366
2014-10-14,212420,120134,8161,32797,33533,22986,106146,-83160,-0.3914885603992091
2014-10-21,185412,89552,9817,33373,32689,28580,82071,-53491,-0.28849804759131015
2014-10-28,184120,87199,14450,32129,32862,28276,74566,-46290,-0.2514121225287856
2014-11-04,207974,100140,8743,30892,27429,33288,91103,-57815,-0.2779914797041938
2014-11-11,227576,116647,11223,27799,33196,39040,102178,-63138,-0.2774369880831019
2014-11-18,238898,126680,9072,27475,33297,39378,113035,-73657,-0.308319868730588
2014-11-25,253976,137981,6358,29449,36985,39754,117825,-78071,-0.3073951869467981
2014-12-02,257828,142745,4499,30081,36740,36986,115410,-78424,-0.3041717734303489
2014-12-09,279859,138885,15715,31022,39040,35286,104216,-68930,-0.24630260238191376
2014-12-16,227685,80020,5313,32362,41579,33384,102332,-68948,-0.30282188110767067
2014-12-23,226107,94556,8709,32488,42784,18258,98666,-80408,-0.3556192422171804
2014-12-30,226629,94640,9295,32941,42490,17692,103614,-85922,-0.37913064965207455
2015-01-06,228954,94241,12046,31676,43899,19468,100586,-81118,-0.3542982433152511
2015-01-13,231223,105877,12208,30378,43108,12467,101827,-89360,-0.3864667442252717
2015-01-20,215413,89363,13441,29657,41450,14845,88840,-73995,-0.3435029455046817
2015-01-27,202571,80242,17113,29876,44386,15230,75275,-60045,-0.29641459043989515
2015-02-03,203963,82165,20102,31213,46654,12610,71671,-59061,-0.2895672254281414
2015-02-10,204193,86869,19337,30617,33487,14087,77574,-63487,-0.3109166327934846
2015-02-17,203555,79169,21519,39281,31689,10546,70990,-60444,-0.2969418584657709
2015-02-24,202438,78614,22756,32990,32995,13712,70073,-56361,-0.278411167863741
2015-03-03,210611,85116,22733,28893,31113,29572,77543,-47971,-0.2277706292643784
2015-03-10,235089,93178,22415,28366,26465,30690,82730,-52040,-0.22136297317186257
2015-03-17,195913,62362,5062,27800,29584,29475,85220,-55745,-0.2845395660318611
2015-03-24,181026,49775,7995,28884,28359,24822,76173,-51351,-0.2836664346557953
2015-03-31,177478,42986,17913,26880,28838,28992,66216,-37224,-0.20973867183538242
2015-04-07,189444,44596,16803,27323,28101,37683,78627,-40944,-0.21612719326027743
2015-04-14,195230,45828,23906,28156,27558,39722,82991,-43269,-0.2216308968908467
2015-04-21,189332,44925,28920,31828,28021,32533,71810,-39277,-0.20745040458031394
2015-04-28,188079,43274,43812,27963,27604,32964,61051,-28087,-0.14933618319961292
2015-05-05,198886,65901,29426,27644,28920,24591,75947,-51356,-0.2582182757961847
2015-05-12,193296,66623,34874,26837,29329,19915,67987,-48072,-0.24869629997516762
2015-05-19,231658,83731,36232,25353,30993,42816,91961,-49145,-0.21214462699324005
2015-05-26,251744,114719,14748,23789,33011,29546,115022,-85476,-0.3395354010423287
2015-06-02,260104,126916,3232,22776,41761,27561,125816,-98255,-0.37775274505582385
2015-06-09,306449,158583,994,21985,49480,23733,140716,-116983,-0.38173725481238313
2015-06-16,262329,128193,782,20912,48349,44062,132779,-88717,-0.3381898303275658
2015-06-23,247839,139345,6292,20006,31701,18657,130586,-111929,-0.4516198015647255
2015-06-30,254014,138067,20848,19872,28923,22849,130351,-107502,-0.4232128937775083
2015-07-07,250828,135732,35337,18449,29614,24030,113880,-89850,-0.35821359656816626
2015-07-14,247704,131772,48695,21102,43111,24763,86737,-61974,-0.25019377967251233
2015-07-21,251136,133032,36517,18040,45580,28944,97714,-68770,-0.27383569062181445
2015-07-28,246269,132599,34767,19330,49695,23465,92829,-69364,-0.28165948617162534
2015-08-04,252655,137110,16863,18582,55751,26482,107172,-80690,-0.3193683085630603
2015-08-11,264608,152232,3335,20290,56013,22907,129108,-106201,-0.4013521888982948
2015-08-18,251418,137026,11081,20451,46443,22472,128838,-106366,-0.42306437884320136
2015-08-25,260458,125007,64856,27716,34625,27722,109540,-81818,-0.3141312610862404
2015-09-01,273205,123594,91692,27587,46919,35934,86385,-50451,-0.18466353104811406
2015-09-08,279712,124630,100324,24471,51388,40308,68185,-27877,-0.09966322503146093
2015-09-15,166081,70040,5636,22991,48191,27074,67344,-40270,-0.24247204677235806
2015-09-22,177439,70991,6593,22870,59448,37244,69128,-31884,-0.17968992160686206
2015-09-29,174697,72439,7412,25097,58614,29910,64829,-34919,-0.19988322638625736
2015-10-06,170780,70954,7423,23022,52058,28235,64945,-36710,-0.2149549127532498
2015-10-13,169873,68675,16608,21851,52088,27558,59660,-32102,-0.18897647065749118
2015-10-20,184281,71595,24868,24950,56125,32170,60693,-28523,-0.15477992847879055
2015-10-27,189472,89796,2171,19621,63843,23695,69742,-46047,-0.24302799358216517
2015-11-03,204271,96019,1149,19404,71257,29004,78997,-49993,-0.24473860704652153
2015-11-10,234202,131078,4018,19347,70286,25156,99577,-74421,-0.3177641523129606
2015-11-17,250346,148283,3665,19297,76868,24199,107405,-83206,-0.33236400821263373
2015-11-24,247513,147906,3209,18396,78812,19745,103870,-84125,-0.3398811375564112
2015-12-01,253505,142906,3270,20485,78195,21448,101731,-80283,-0.3166919784619633
2015-12-08,246055,135238,5253,21077,67145,16710,99741,-83031,-0.33744894434171224
2015-12-15,194196,78460,7027,22784,59197,26104,81947,-55843,-0.28755999093699147
2015-12-22,197375,85285,4985,24590,62355,25084,83156,-58072,-0.2942216592780241
2015-12-29,196825,73645,10939,25410,64027,30990,75718,-44728,-0.22724755493458657
2016-01-05,220707,68796,35092,31018,68925,49626,73563,-23937,-0.10845600728567739
2016-01-12,241366,70936,67895,28236,64009,65687,64880,807,0.0033434700827788505
2016-01-19,247614,67862,82815,28766,60757,71478,61766,9712,0.03922233799381295
2016-01-26,250711,65432,92636,28255,58790,77549,59819,17730,0.07071887551802673
2016-02-02,237289,69903,71054,23771,62503,72639,56561,16078,0.06775703888507263
2016-02-09,237081,70404,89756,28346,50412,62341,56896,5445,0.02296683411998431
2016-02-16,248985,70860,97322,30094,56636,69256,53947,15309,0.06148563166455811
2016-02-23,257064,70873,105217,30411,56887,73625,57704,15921,0.06193399309121464
2016-03-01,261679,70081,108400,29575,50649,78742,53078,25664,0.09807435827865438
2016-03-08,289879,67235,112635,26486,51047,84529,49600,34929,0.12049510312923668
2016-03-15,140084,3705,16348,26306,51450,75676,30600,45076,0.32177836155449585
2016-03-22,146421,4343,29704,31256,46530,72622,27245,45377,0.30990773181442555
2016-03-29,148292,3942,31396,32135,46060,72050,30144,41906,0.2825911040379791
2016-04-05,166831,3010,47906,39095,42672,77687,39341,38346,0.22984936852263668
2016-04-12,173515,6975,50472,32731,41873,85840,39564,46276,0.26669740368267875
2016-04-19,179888,6264,56888,37706,40722,85076,42156,42920,0.23859290225028906
2016-04-26,168767,6006,45579,36184,45004,81734,35361,46373,0.27477528189752737
2016-05-03,161529,7846,44178,34269,41473,63441,33832,29609,0.18330454593292844
2016-05-10,165549,8271,40763,34991,44991,65849,38754,27095,0.16366755462129037
2016-05-17,158909,7646,38022,34761,43816,67494,37287,30207,0.19008992568073552
2016-05-24,159833,11603,28222,32404,45085,65033,42602,22431,0.14034023011518273
2016-05-31,156499,12566,22257,28343,45616,64787,39690,25097,0.1603652419504278
2016-06-07,180894,15433,28876,27821,43218,61157,34991,26166,0.1446482470397028
2016-06-14,139052,2286,2561,29870,42618,65862,19123,46739,0.336126053562696
2016-06-21,144710,3130,2993,30922,43184,66825,22600,44225,0.30561122244488975
2016-06-28,143117,3543,3995,32304,43792,73531,22201,51330,0.3586576018222853
2016-07-05,150417,5336,12791,33507,45246,74742,21125,53617,0.356455719765718
2016-07-12,161262,18407,3950,26191,44581,79740,24762,54978,0.34092346616065783
2016-07-19,158366,20446,2298,26734,42658,72635,26719,45916,0.2899359711049089
2016-07-26,159869,30481,3166,27135,41615,67261,25378,41883,0.26198324878494267
2016-08-02,156696,24299,3739,31521,43574,65031,31807,33224,0.2120283861745035
2016-08-09,167011,20403,10622,32514,42948,75174,35902,39272,0.23514618797564232
2016-08-16,165905,12629,17136,33316,36588,75185,30065,45120,0.2719628703173503
2016-08-23,164756,8146,16490,33208,35719,77958,27027,50931,0.3091298647697201
2016-08-30,164329,8502,16761,27456,35692,85185,27003,58182,0.35405801775706053
2016-09-06,159342,6528,9446,27404,35341,77049,26708,50341,0.3159305142398112
2016-09-13,167340,10176,12241,26071,37155,78321,26306,52015,0.31083422971196367
2016-09-20,140738,4244,13529,30176,37282,74453,26148,48305,0.3432264207250352
2016-09-27,155170,3385,21636,29034,36834,87127,26397,60730,0.39137719920087644
2016-10-04,157574,4040,15090,29193,39470,90282,29523,60759,0.38559026235292626
2016-10-11,150394,23092,11512,30735,36679,58226,26997,31229,0.20764791148583056
2016-10-18,156607,38181,12778,31195,36314,49163,26001,23162,0.1478988806375194
2016-10-25,163040,41205,13119,31467,36958,53764,26327,27437,0.16828385672227675
2016-11-01,165124,40773,15082,34022,38305,55050,27060,27990,0.16950897507327825
2016-11-08,164328,45739,16597,35529,40040,52345,28523,23822,0.1449661652305146
2016-11-15,170967,61730,13454,33758,44174,42371,32770,9601,0.05615703615317576
2016-11-22,187684,86304,11191,29335,49683,40593,41648,-1055,-0.005621150444363931
2016-11-29,202171,105666,9726,23147,53143,42122,46057,-3935,-0.01946372130523171
2016-12-06,235915,130451,7912,22264,59780,50263,70939,-20676,-0.08764173537079033
2016-12-13,285274,152321,7796,21117,45675,36590,87104,-50514,-0.17707186774819997
2016-12-20,220435,75295,2412,20815,48709,62789,97475,-34686,-0.15735250754190577
2016-12-27,219343,108688,3179,20928,50167,30369,94907,-64538,-0.29423323288183345
2017-01-03,220120,112179,3685,21165,53358,26953,99797,-72844,-0.3309285844085045
2017-01-10,209488,94608,10191,21343,51031,25442,79465,-54023,-0.25788111968227295
2017-01-17,211752,94641,18204,23661,49679,25780,74689,-48909,-0.23097302504816955
2017-01-24,196765,80561,12304,24939,46383,24178,71692,-47514,-0.24147587223337483
2017-01-31,204494,79028,32070,25532,45810,29118,64858,-35740,-0.17477285397126566
2017-02-07,201632,82074,32001,23899,49385,25067,59707,-34640,-0.1717981272813839
2017-02-14,204277,86324,34127,22753,54227,22875,54635,-31760,-0.15547516362586097
2017-02-21,205223,83012,35728,24645,55074,26324,53926,-27602,-0.13449759529877256
2017-02-28,204602,80833,42772,25121,52717,29012,51857,-22845,-0.11165580004105531
2017-03-07,217982,97177,32117,22902,66760,28751,55296,-26545,-0.1217761099540329
2017-03-14,202647,96382,13201,22800,62361,35853,68656,-32803,-0.1618726159281904
2017-03-21,191626,83939,19327,24546,55193,30818,63636,-32818,-0.17126068487574755
2017-03-28,197542,73385,39605,25703,52674,38983,49827,-10844,-0.05489465531380668
2017-04-04,194368,72069,55443,27220,50973,35502,37219,-1717,-0.00883375864339809
2017-04-11,198381,70440,61681,24760,52315,39438,32735,6703,0.03378851805364425
2017-04-18,203617,69417,70555,24782,50742,45984,31210,14774,0.07255779232578813
2017-04-25,204179,70474,78114,25570,55496,47203,23520,23683,0.115991360521895
2017-05-02,196845,72161,64213,25639,55634,37956,25140,12816,0.06510706393355178
2017-05-09,203140,79884,41033,25114,59885,37408,41712,-4304,-0.02118735847198976
2017-05-16,222510,95184,31296,24813,63658,37309,63860,-26551,-0.11932497415846478
2017-05-23,211298,80947,32805,26197,58325,37314,61367,-24053,-0.11383448967808497
2017-05-30,213727,82245,35938,25539,55716,37857,65645,-27788,-0.1300163292424448
2017-06-06,225549,82493,40094,27234,58600,34642,63938,-29296,-0.12988751889833253
2017-06-13,210617,83980,44854,24692,58978,29495,51596,-22101,-0.1049345494428275
2017-06-20,171840,48310,14581,22010,59038,41627,50993,-9366,-0.05450418994413408
2017-06-27,183705,62778,11769,21868,60109,37685,60569,-22884,-0.12456928227320976
2017-07-03,207597,78310,12256,21800,64920,42636,78216,-35580,-0.1713897599676296
2017-07-11,239786,108078,14142,22373,58748,41321,109607,-68286,-0.2847789278773573
2017-07-18,250071,122782,14694,22755,59086,38069,120796,-82727,-0.33081404881013793
2017-07-25,235140,115660,14317,22294,57575,28154,110074,-81920,-0.34838819426724504
2017-08-01,242876,110110,26023,24372,51063,37767,114947,-77180,-0.3177753256805942
2017-08-01,24804,746,15739,8522,5593,6086,0,6086,0.24536365102402838
2017-08-08,232827,106471,29386,23062,48293,34972,104360,-69388,-0.29802385462167186
2017-08-08,24360,742,15000,8575,5657,6106,0,6106,0.2506568144499179
2017-08-15,215090,85957,25676,26842,44214,35295,97563,-62268,-0.2894974196847831
2017-08-15,23356,729,11940,7923,7361,5800,0,5800,0.24833019352628874
2017-08-22,215457,81881,26648,27705,46735,36940,94893,-57953,-0.2689771044802443
2017-08-22,22455,726,11879,8687,6737,4775,0,4775,0.2126475172567357
2017-08-29,209890,75743,27673,27955,45836,37797,94228,-56431,-0.26885987898422986
2017-09-05,213200,72562,19740,26370,45342,44005,102300,-58295,-0.2734287054409006
2017-09-05,21905,726,11392,8639,5669,4192,1505,2687,0.12266605797763068
2017-09-12,200444,63747,18389,21914,45702,41679,84386,-42707,-0.2130620023547724
2017-09-12,23569,726,11785,9155,5279,3857,1956,1901,0.08065679494250923
2017-09-19,185352,68911,11751,21395,49708,46498,76949,-30451,-0.16428740990116103
2017-09-26,207097,94302,10111,21643,51624,44129,92474,-48345,-0.2334413342539969
2017-10-03,246889,115582,10718,18757,55022,60070,120325,-60255,-0.24405704587891724
2017-10-10,254124,121267,11058,19135,47061,54882,128908,-74026,-0.29129873605011725
2017-10-17,257087,123587,11812,19019,45896,55265,135023,-79758,-0.31023739045537113
2017-10-24,282230,145551,10991,18670,40832,56266,149873,-93607,-0.3316692059667647
2017-10-31,277706,145724,12012,18590,40519,49133,143190,-94057,-0.3386927181983825
2017-11-07,287936,161396,13432,17958,36877,42449,153637,-111188,-0.38615525672371637
2017-11-14,283628,157191,15159,18317,33517,40496,154058,-113562,-0.4003906525448827
2017-11-21,261019,159447,14424,19408,38448,38817,137644,-98827,-0.37861994720690834
2017-11-28,244536,139980,18757,21425,35857,40941,126127,-85186,-0.34835770602283506
2017-12-05,238077,135349,14237,20088,31308,37211,128459,-91248,-0.38327095855542537
2017-12-12,250581,138904,13131,20459,33005,36235,124546,-88311,-0.35242496438277443
2017-12-19,223424,121339,10598,21130,31192,47380,125387,-78007,-0.3491433328559152
2017-12-26,232428,119800,9083,20487,34210,56214,136422,-80208,-0.34508751097113943
2018-01-02,230564,119477,9631,21344,31285,51931,138255,-86324,-0.37440363630054996
2018-01-09,233144,128935,11682,22150,23574,46493,146022,-99529,-0.42689925539580686
2018-01-16,236305,116994,29941,26074,19527,50840,141336,-90496,-0.382962696515097
2018-01-16,28551,2463,9064,11504,6728,2877,6699,-3822,-0.13386571398549962
2018-01-23,241136,116155,38441,28859,17567,53978,140091,-86113,-0.35711382788136153
2018-01-23,28733,2463,8712,12359,6750,2554,7378,-4824,-0.16789057877701596
2018-01-30,260237,115856,72589,35064,12941,62216,132263,-70047,-0.26916618313306717
2018-01-30,29104,2047,8052,12571,6483,3116,9045,-5929,-0.20371770203408465
2018-02-06,249478,115170,74370,34515,9369,55555,122496,-66941,-0.2683242610570872
2018-02-06,27001,2005,8260,12672,5215,0,7591,-7591,-0.28113773563942074
2018-02-13,260170,115945,83978,32209,10497,61712,123849,-62137,-0.2388323019564131
2018-02-13,26056,2007,8180,12523,5494,1203,5735,-4532,-0.1739330672397912
2018-02-20,271271,114961,103524,35823,10885,65560,114562,-49002,-0.1806385496422397
2018-02-20,25953,1679,8506,11239,5515,2601,4624,-2023,-0.07794859939120719
2018-02-27,263066,112117,108175,34319,13637,65290,98619,-33329,-0.12669444169904132
2018-02-27,25281,1668,8340,9973,7419,3768,1601,2167,0.0857165460227048
2018-03-06,277327,112261,125850,35413,16790,73066,89238,-16172,-0.058313831686060136
2018-03-13,279671,117310,140306,30839,18726,72780,71430,1350,0.00482710041441551
2018-03-20,160250,10188,41090,31990,17772,70286,59427,10859,0.06776287051482059
2018-03-27,162038,6768,53630,35751,21865,68604,47962,20642,0.12738987151162073
2018-04-03,148818,12756,54623,32389,22668,55151,31879,23272,0.15637893265599592
2018-04-10,151202,13474,50266,34312,24293,52828,33511,19317,0.12775624661049456
2018-04-17,147319,13593,49707,36178,24230,49225,34437,14788,0.10038080627753379
2018-04-24,155237,20496,46044,37687,23536,54800,41826,12974,0.08357543626841539
2018-05-01,160337,29507,43683,37126,26852,51085,41012,10073,0.06282392710353818
2018-05-08,157576,32150,44953,35415,23123,45261,42156,3105,0.019704777377265573
2018-05-15,163411,29260,44989,31868,22615,60155,47309,12846,0.07861159897436525
2018-05-22,175316,46439,31211,32135,38079,58092,51870,6222,0.03549020055214584
2018-05-29,171339,40918,30715,30690,30934,52259,54772,-2513,-0.01466683008538628
2018-05-29,24721,689,3042,8353,10860,6904,1129,5775,0.23360705473079568
2018-06-05,146448,28503,29974,30421,28759,42295,37643,4652,0.031765541352562
