country,country_code,date,for_treas_pos,for_treas_net,for_lt_treas_pos,for_lt_treas_net,for_lt_treas_valchg,for_st_treas_pos,for_st_treas_net
British Virgin Islands,35807.0,2023-04-01,56746.0,402.0,34746.0,203.0,49.0,22000.0,199.0
British Virgin Islands,35807.0,2023-05-01,55414.0,-280.0,33902.0,208.0,-388.0,21512.0,-488.0
British Virgin Islands,35807.0,2023-06-01,57033.0,1458.0,35105.0,1042.0,-2.0,21928.0,416.0
British Virgin Islands,35807.0,2023-07-01,56775.0,-772.0,34536.0,-1083.0,384.0,22239.0,311.0
British Virgin Islands,35807.0,2023-08-01,57406.0,305.0,34827.0,-35.0,249.0,22579.0,340.0
British Virgin Islands,35807.0,2023-09-01,57950.0,1295.0,36539.0,2463.0,-186.0,21411.0,-1168.0
British Virgin Islands,35807.0,2023-10-01,59245.0,1461.0,37089.0,716.0,-95.0,22156.0,745.0
British Virgin Islands,35807.0,2023-11-01,59855.0,570.0,38026.0,897.0,584.0,21829.0,-327.0
British Virgin Islands,35807.0,2023-12-01,58999.0,-1370.0,38734.0,194.0,602.0,20265.0,-1564.0
British Virgin Islands,35807.0,2024-01-01,57674.0,-2254.0,39674.0,11.0,-171.0,18000.0,-2265.0
British Virgin Islands,35807.0,2024-02-01,58020.0,969.0,37956.0,-1095.0,-264.0,20064.0,2064.0
British Virgin Islands,35807.0,2024-03-01,58411.0,365.0,38101.0,119.0,522.0,20310.0,246.0
British Virgin Islands,35807.0,2024-04-01,60918.0,2863.0,39593.0,1848.0,-451.0,21325.0,1015.0
British Virgin Islands,35807.0,2024-05-01,59489.0,-1678.0,38132.0,-1710.0,283.0,21357.0,32.0
British Virgin Islands,35807.0,2024-06-01,109281.0,50031.0,38418.0,525.0,152.0,70863.0,49506.0
British Virgin Islands,35807.0,2024-07-01,106925.0,-2135.0,39857.0,1660.0,342.0,67068.0,-3795.0
British Virgin Islands,35807.0,2024-08-01,110838.0,3957.0,39751.0,-62.0,183.0,71087.0,4019.0
British Virgin Islands,35807.0,2024-09-01,117851.0,41.0,49368.0,2645.0,213.0,68483.0,-2604.0
British Virgin Islands,35807.0,2024-10-01,119566.0,2231.0,48850.0,-2.0,-658.0,70716.0,2233.0
British Virgin Islands,35807.0,2024-11-01,120150.0,327.0,50119.0,1012.0,234.0,70031.0,-685.0
British Virgin Islands,35807.0,2024-12-01,125723.0,4783.0,49887.0,-1022.0,-646.0,75836.0,5805.0
British Virgin Islands,35807.0,2025-01-01,129807.0,4647.0,51135.0,1811.0,459.0,78672.0,2836.0
British Virgin Islands,35807.0,2025-02-01,153208.0,24462.0,52586.0,2512.0,539.0,100622.0,21950.0
British Virgin Islands,35807.0,2025-03-01,74910.0,-78183.0,55216.0,2745.0,83.0,19694.0,-80928.0
British Virgin Islands,35807.0,2025-04-01,77312.0,2695.0,56380.0,1457.0,250.0,20932.0,1238.0
British Virgin Islands,35807.0,2025-05-01,75851.0,1665.0,55162.0,1908.0,-1751.0,20689.0,-243.0
British Virgin Islands,35807.0,2025-06-01,78465.0,2793.0,55997.0,1014.0,363.0,22468.0,1779.0
British Virgin Islands,35807.0,2025-07-01,76990.0,-917.0,55783.0,344.0,-334.0,21207.0,-1261.0
British Virgin Islands,35807.0,2025-08-01,77299.0,1668.0,54495.0,71.0,214.0,22804.0,1597.0
British Virgin Islands,35807.0,2025-09-01,80708.0,4846.0,58253.0,5195.0,-72.0,22455.0,-349.0
British Virgin Islands,35807.0,2025-10-01,81928.0,1282.0,60245.0,2054.0,-12.0,21683.0,-772.0
British Virgin Islands,35807.0,2025-11-01,81561.0,913.0,60739.0,1774.0,154.0,20822.0,-861.0
British Virgin Islands,35807.0,2025-12-01,81430.0,820.0,60255.0,467.0,-199.0,21175.0,353.0
British Virgin Islands,35807.0,2026-01-01,80952.0,-155.0,59560.0,-372.0,-148.0,21392.0,217.0
British Virgin Islands,35807.0,2026-02-01,80026.0,-902.0,59839.0,303.0,203.0,20187.0,-1205.0
British Virgin Islands,35807.0,2026-03-01,85186.0,9162.0,64479.0,8642.0,-681.0,20707.0,520.0
British Virgin Islands,35807.0,2026-04-01,86790.0,2434.0,65902.0,2253.0,-329.0,20888.0,181.0
British Virgin Islands,35807.0,2026-05-01,87563.0,737.0,65719.0,-219.0,-148.0,21844.0,956.0
Canada,29998.0,2020-01-01,157929.0,,138611.0,,,19318.0,1336.0
Canada,29998.0,2020-02-01,148298.0,,127044.0,,,21254.0,1936.0
Canada,29998.0,2020-03-01,131519.0,,111687.0,,,19832.0,-1422.0
Canada,29998.0,2020-04-01,136260.0,,112875.0,,,23385.0,3553.0
Canada,29998.0,2020-05-01,129904.0,,104892.0,,,25012.0,1627.0
Canada,29998.0,2020-06-01,127612.0,,101763.0,,,25849.0,837.0
Canada,29998.0,2020-07-01,133892.0,,109104.0,,,24788.0,-1061.0
Canada,29998.0,2020-08-01,131055.0,,105759.0,,,25296.0,508.0
Canada,29998.0,2020-09-01,127984.0,,104712.0,,,23272.0,-2024.0
Canada,29998.0,2020-10-01,131335.0,,110222.0,,,21113.0,-2159.0
Canada,29998.0,2020-11-01,127439.0,,102730.0,,,24709.0,3596.0
Canada,29998.0,2020-12-01,119907.0,,94852.0,,,25055.0,346.0
Canada,29998.0,2021-01-01,126638.0,,101115.0,,,25523.0,468.0
Canada,29998.0,2021-02-01,112665.0,,90818.0,,,21847.0,-3676.0
Canada,29998.0,2021-03-01,106010.0,,85273.0,,,20737.0,-1110.0
Canada,29998.0,2021-04-01,116069.0,,95542.0,,,20527.0,-210.0
Canada,29998.0,2021-05-01,121071.0,,100537.0,,,20534.0,7.0
Canada,29998.0,2021-06-01,167790.0,,150036.0,,,17754.0,-2780.0
Canada,29998.0,2021-07-01,167043.0,,149037.0,,,18006.0,252.0
Canada,29998.0,2021-08-01,169194.0,,151653.0,,,17541.0,-465.0
Canada,29998.0,2021-09-01,167110.0,,148981.0,,,18129.0,588.0
Canada,29998.0,2021-10-01,200283.0,,178913.0,,,21370.0,3241.0
Canada,29998.0,2021-11-01,195073.0,,175714.0,,,19359.0,-2011.0
Canada,29998.0,2021-12-01,219677.0,,201482.0,,,18195.0,-1164.0
Canada,29998.0,2022-01-01,217589.0,,196055.0,,,21534.0,3339.0
Canada,29998.0,2022-02-01,224115.0,,193679.0,,,30436.0,8902.0
Canada,29998.0,2022-03-01,236549.0,,214591.0,,,21958.0,-8478.0
Canada,29998.0,2022-04-01,234650.0,,212565.0,,,22085.0,127.0
Canada,29998.0,2022-05-01,225459.0,,211054.0,,,14405.0,-7680.0
Canada,29998.0,2022-06-01,206186.0,,189840.0,,,16346.0,1941.0
Canada,29998.0,2022-07-01,227947.0,,208738.0,,,19209.0,2863.0
Canada,29998.0,2022-08-01,228223.0,,209484.0,,,18739.0,-470.0
Canada,29998.0,2022-09-01,199922.0,,180966.0,,,18956.0,217.0
Canada,29998.0,2022-10-01,218187.0,,194738.0,,,23449.0,4493.0
Canada,29998.0,2022-11-01,228760.0,,204546.0,,,24214.0,765.0
Canada,29998.0,2022-12-01,215054.0,,192585.0,,,22469.0,-1745.0
Canada,29998.0,2023-01-01,254095.0,,228538.0,,,25557.0,3088.0
Canada,29998.0,2023-02-01,235308.0,-4076.0,209829.0,-3998.0,-4849.0,25479.0,-78.0
Canada,29998.0,2023-03-01,245299.0,3504.0,222744.0,6428.0,4797.0,22555.0,-2924.0
Canada,29998.0,2023-04-01,247080.0,1166.0,225971.0,2612.0,1662.0,21109.0,-1446.0
Canada,29998.0,2023-05-01,265888.0,33278.0,242538.0,31037.0,-1764.0,23350.0,2241.0
Canada,29998.0,2023-06-01,275555.0,6490.0,249327.0,3612.0,-2594.0,26228.0,2878.0
Canada,29998.0,2023-07-01,293901.0,7678.0,257378.0,-2617.0,3051.0,36523.0,10295.0
Canada,29998.0,2023-08-01,295094.0,-814.0,259835.0,450.0,-2217.0,35259.0,-1264.0
Canada,29998.0,2023-09-01,280536.0,-13931.0,241687.0,-17521.0,-6877.0,38849.0,3590.0
Canada,29998.0,2023-10-01,281530.0,-8384.0,245146.0,-5919.0,-1766.0,36384.0,-2465.0
Canada,29998.0,2023-11-01,321152.0,45022.0,285703.0,45957.0,6868.0,35449.0,-935.0
Canada,29998.0,2023-12-01,348460.0,-955.0,318529.0,4563.0,3815.0,29931.0,-5518.0
Canada,29998.0,2024-01-01,351337.0,9936.0,310083.0,-1387.0,-253.0,41254.0,11323.0
Canada,29998.0,2024-02-01,365342.0,17624.0,334071.0,27607.0,-1974.0,31271.0,-9983.0
Canada,29998.0,2024-03-01,369357.0,1819.0,336868.0,601.0,2928.0,32489.0,1218.0
Canada,29998.0,2024-04-01,341552.0,-21347.0,309018.0,-21392.0,-4428.0,32534.0,45.0
Canada,29998.0,2024-05-01,356312.0,10013.0,320527.0,6762.0,1626.0,35785.0,3251.0
Canada,29998.0,2024-06-01,372539.0,16328.0,338924.0,18498.0,3081.0,33615.0,-2170.0
Canada,29998.0,2024-07-01,375322.0,5190.0,343876.0,7359.0,-745.0,31446.0,-2169.0
Canada,29998.0,2024-08-01,362881.0,-13699.0,331059.0,-14075.0,3217.0,31822.0,376.0
Canada,29998.0,2024-09-01,367910.0,370.0,338848.0,3130.0,1302.0,29062.0,-2760.0
Canada,29998.0,2024-10-01,363665.0,5463.0,333279.0,4139.0,-2234.0,30386.0,1324.0
Canada,29998.0,2024-11-01,372377.0,-2048.0,338961.0,-5078.0,3371.0,33416.0,3030.0
Canada,29998.0,2024-12-01,378756.0,15068.0,347106.0,16834.0,-12399.0,31650.0,-1766.0
Canada,29998.0,2025-01-01,350815.0,-30126.0,319219.0,-30072.0,1933.0,31596.0,-54.0
Canada,29998.0,2025-02-01,406388.0,48211.0,373097.0,46516.0,7285.0,33291.0,1695.0
Canada,29998.0,2025-03-01,426340.0,19141.0,389917.0,16009.0,855.0,36423.0,3132.0
Canada,29998.0,2025-04-01,368469.0,-58901.0,333237.0,-57710.0,-201.0,35232.0,-1191.0
Canada,29998.0,2025-05-01,430113.0,63940.0,396807.0,65866.0,-6314.0,33306.0,-1926.0
Canada,29998.0,2025-06-01,438890.0,1463.0,405394.0,1273.0,3906.0,33496.0,190.0
Canada,29998.0,2025-07-01,381767.0,-53201.0,350456.0,-51016.0,-2406.0,31311.0,-2185.0
Canada,29998.0,2025-08-01,443990.0,58666.0,412288.0,58275.0,-940.0,31702.0,391.0
Canada,29998.0,2025-09-01,476080.0,30008.0,441269.0,26899.0,3873.0,34811.0,3109.0
Canada,29998.0,2025-10-01,419033.0,-58217.0,379876.0,-62563.0,1594.0,39157.0,4346.0
Canada,29998.0,2025-11-01,472446.0,53773.0,432541.0,53025.0,-403.0,39905.0,748.0
Canada,29998.0,2025-12-01,468284.0,1697.0,431368.0,4686.0,-5253.0,36916.0,-2989.0
Canada,29998.0,2026-01-01,395817.0,-73497.0,355727.0,-76671.0,1844.0,40090.0,3174.0
Canada,29998.0,2026-02-01,446351.0,48581.0,403970.0,46290.0,2443.0,42381.0,2291.0
Canada,29998.0,2026-03-01,439631.0,5044.0,396142.0,3936.0,-11755.0,43489.0,1108.0
Canada,29998.0,2026-04-01,397075.0,-43950.0,355238.0,-42298.0,1308.0,41837.0,-1652.0
Canada,29998.0,2026-05-01,435753.0,40226.0,392726.0,39036.0,-3639.0,43027.0,1190.0
Cayman Islands,36137.0,2020-01-01,225101.0,,132534.0,,,92567.0,-3725.0
Cayman Islands,36137.0,2020-02-01,228177.0,,132188.0,,,95989.0,3422.0
Cayman Islands,36137.0,2020-03-01,209446.0,,113327.0,,,96119.0,130.0
Cayman Islands,36137.0,2020-04-01,213110.0,,107339.0,,,105771.0,9652.0
Cayman Islands,36137.0,2020-05-01,216717.0,,106820.0,,,109897.0,4126.0
Cayman Islands,36137.0,2020-06-01,229577.0,,114416.0,,,115161.0,5264.0
Cayman Islands,36137.0,2020-07-01,222295.0,,115028.0,,,107267.0,-7894.0
Cayman Islands,36137.0,2020-08-01,228955.0,,120391.0,,,108564.0,1297.0
Cayman Islands,36137.0,2020-09-01,231594.0,,117121.0,,,114473.0,5909.0
Cayman Islands,36137.0,2020-10-01,221540.0,,109431.0,,,112109.0,-2364.0
Cayman Islands,36137.0,2020-11-01,222887.0,,106164.0,,,116723.0,4614.0
Cayman Islands,36137.0,2020-12-01,222879.0,,105027.0,,,117852.0,1129.0
Cayman Islands,36137.0,2021-01-01,216789.0,,106055.0,,,110734.0,-7118.0
Cayman Islands,36137.0,2021-02-01,216038.0,,103160.0,,,112878.0,2144.0
Cayman Islands,36137.0,2021-03-01,215157.0,,107622.0,,,107535.0,-5343.0
Cayman Islands,36137.0,2021-04-01,226389.0,,114979.0,,,111410.0,3875.0
Cayman Islands,36137.0,2021-05-01,229402.0,,118228.0,,,111174.0,-236.0
Cayman Islands,36137.0,2021-06-01,260147.0,,141349.0,,,118798.0,7624.0
Cayman Islands,36137.0,2021-07-01,263832.0,,145552.0,,,118280.0,-518.0
Cayman Islands,36137.0,2021-08-01,263479.0,,142542.0,,,120937.0,2657.0
Cayman Islands,36137.0,2021-09-01,266802.0,,142969.0,,,123833.0,2896.0
Cayman Islands,36137.0,2021-10-01,271856.0,,144236.0,,,127620.0,3787.0
Cayman Islands,36137.0,2021-11-01,262063.0,,141908.0,,,120155.0,-7465.0
Cayman Islands,36137.0,2021-12-01,262848.0,,144625.0,,,118223.0,-1932.0
Cayman Islands,36137.0,2022-01-01,272119.0,,146313.0,,,125806.0,7583.0
Cayman Islands,36137.0,2022-02-01,275929.0,,142457.0,,,133472.0,7666.0
Cayman Islands,36137.0,2022-03-01,293906.0,,160851.0,,,133055.0,-417.0
Cayman Islands,36137.0,2022-04-01,292500.0,,158768.0,,,133732.0,677.0
Cayman Islands,36137.0,2022-05-01,295403.0,,170796.0,,,124607.0,-9125.0
Cayman Islands,36137.0,2022-06-01,302299.0,,175477.0,,,126822.0,2215.0
Cayman Islands,36137.0,2022-07-01,293364.0,,168261.0,,,125103.0,-1719.0
Cayman Islands,36137.0,2022-08-01,308561.0,,173958.0,,,134603.0,9500.0
Cayman Islands,36137.0,2022-09-01,301548.0,,165325.0,,,136223.0,1620.0
Cayman Islands,36137.0,2022-10-01,291709.0,,156119.0,,,135590.0,-633.0
Cayman Islands,36137.0,2022-11-01,293445.0,,164456.0,,,128989.0,-6601.0
Cayman Islands,36137.0,2022-12-01,292649.0,,165554.0,,,127095.0,-1894.0
Cayman Islands,36137.0,2023-01-01,292292.0,,166341.0,,,125951.0,-1144.0
Cayman Islands,36137.0,2023-02-01,292609.0,-2713.0,158998.0,-10373.0,-2503.0,133611.0,7660.0
Cayman Islands,36137.0,2023-03-01,297328.0,-2240.0,174876.0,8919.0,4624.0,122452.0,-11159.0
Cayman Islands,36137.0,2023-04-01,285104.0,-5303.0,170703.0,2748.0,-254.0,114401.0,-8051.0
Cayman Islands,36137.0,2023-05-01,273282.0,-10808.0,168978.0,-711.0,-2037.0,104304.0,-10097.0
Cayman Islands,36137.0,2023-06-01,284379.0,11876.0,164826.0,-3373.0,-2526.0,119553.0,15249.0
Cayman Islands,36137.0,2023-07-01,305653.0,7626.0,179371.0,897.0,-3862.0,126282.0,6729.0
Cayman Islands,36137.0,2023-08-01,318737.0,18288.0,174531.0,364.0,-2873.0,144206.0,17924.0
Cayman Islands,36137.0,2023-09-01,323383.0,687.0,175230.0,-3260.0,-2666.0,148153.0,3947.0
Cayman Islands,36137.0,2023-10-01,333223.0,2188.0,184683.0,1801.0,-2326.0,148540.0,387.0
Cayman Islands,36137.0,2023-11-01,328953.0,-2540.0,188661.0,5708.0,8703.0,140292.0,-8248.0
Cayman Islands,36137.0,2023-12-01,314763.0,-14755.0,179544.0,-9682.0,4888.0,135219.0,-5073.0
Cayman Islands,36137.0,2024-01-01,327928.0,16963.0,192610.0,16864.0,144.0,135318.0,99.0
Cayman Islands,36137.0,2024-02-01,309905.0,-18348.0,176100.0,-16835.0,-3825.0,133805.0,-1513.0
Cayman Islands,36137.0,2024-03-01,310751.0,-11284.0,178531.0,-9699.0,1606.0,132220.0,-1585.0
Cayman Islands,36137.0,2024-04-01,326028.0,22689.0,188973.0,17854.0,-4606.0,137055.0,4835.0
Cayman Islands,36137.0,2024-05-01,342736.0,8833.0,201496.0,4648.0,1852.0,141240.0,4185.0
Cayman Islands,36137.0,2024-06-01,326295.0,-7121.0,182947.0,-9229.0,1857.0,143348.0,2108.0
Cayman Islands,36137.0,2024-07-01,380148.0,52152.0,234324.0,49676.0,3218.0,145824.0,2476.0
Cayman Islands,36137.0,2024-08-01,424207.0,20995.0,275905.0,18517.0,1619.0,148302.0,2478.0
Cayman Islands,36137.0,2024-09-01,424602.0,16614.0,283459.0,23773.0,900.0,141143.0,-7159.0
Cayman Islands,36137.0,2024-10-01,418255.0,4966.0,275129.0,2983.0,-3676.0,143126.0,1983.0
Cayman Islands,36137.0,2024-11-01,405316.0,-21660.0,262006.0,-21844.0,-72.0,143310.0,184.0
Cayman Islands,36137.0,2024-12-01,422991.0,12522.0,267417.0,258.0,-1303.0,155574.0,12264.0
Cayman Islands,36137.0,2025-01-01,406911.0,-2943.0,256591.0,2311.0,-1978.0,150320.0,-5254.0
Cayman Islands,36137.0,2025-02-01,415954.0,3072.0,273840.0,11278.0,6752.0,142114.0,-8206.0
Cayman Islands,36137.0,2025-03-01,453473.0,27734.0,308697.0,25072.0,-125.0,144776.0,2662.0
Cayman Islands,36137.0,2025-04-01,446434.0,3654.0,298090.0,86.0,450.0,148344.0,3568.0
Cayman Islands,36137.0,2025-05-01,441174.0,1551.0,283228.0,-8051.0,-7409.0,157946.0,9602.0
Cayman Islands,36137.0,2025-06-01,440905.0,22.0,286197.0,3260.0,645.0,154708.0,-3238.0
Cayman Islands,36137.0,2025-07-01,436779.0,-7462.0,280440.0,-9093.0,-4816.0,156339.0,1631.0
Cayman Islands,36137.0,2025-08-01,410510.0,-32046.0,257790.0,-28427.0,2412.0,152720.0,-3619.0
Cayman Islands,36137.0,2025-09-01,426832.0,19162.0,272122.0,17172.0,243.0,154710.0,1990.0
Cayman Islands,36137.0,2025-10-01,418524.0,-14383.0,255776.0,-22421.0,-338.0,162748.0,8038.0
Cayman Islands,36137.0,2025-11-01,427557.0,-9603.0,274684.0,272.0,-430.0,152873.0,-9875.0
Cayman Islands,36137.0,2025-12-01,421571.0,15161.0,266722.0,13185.0,-3670.0,154849.0,1976.0
Cayman Islands,36137.0,2026-01-01,433178.0,-12620.0,277081.0,-13868.0,-2852.0,156097.0,1248.0
Cayman Islands,36137.0,2026-02-01,443361.0,-4111.0,289709.0,-1666.0,-2705.0,153652.0,-2445.0
Cayman Islands,36137.0,2026-03-01,460094.0,15165.0,311226.0,19949.0,-9689.0,148868.0,-4784.0
Cayman Islands,36137.0,2026-04-01,471636.0,13306.0,319520.0,10058.0,-2390.0,152116.0,3248.0
Cayman Islands,36137.0,2026-05-01,471263.0,777.0,312450.0,-5920.0,-6362.0,158813.0,6697.0
Chile,30406.0,2020-01-01,32548.0,,25275.0,,,7273.0,2820.0
Chile,30406.0,2020-02-01,32039.0,,25100.0,,,6939.0,-334.0
Chile,30406.0,2020-03-01,30140.0,,25175.0,,,4965.0,-1974.0
Chile,30406.0,2020-04-01,29804.0,,23514.0,,,6290.0,1325.0
Chile,30406.0,2020-05-01,30087.0,,23854.0,,,6233.0,-57.0
Chile,30406.0,2020-06-01,29760.0,,24041.0,,,5719.0,-514.0
Chile,30406.0,2020-07-01,30116.0,,24459.0,,,5657.0,-62.0
Chile,30406.0,2020-08-01,29420.0,,24321.0,,,5099.0,-558.0
Chile,30406.0,2020-09-01,29355.0,,25765.0,,,3590.0,-1509.0
Chile,30406.0,2020-10-01,29129.0,,22780.0,,,6349.0,2759.0
Chile,30406.0,2020-11-01,27718.0,,22689.0,,,5029.0,-1320.0
Chile,30406.0,2020-12-01,27348.0,,22770.0,,,4578.0,-451.0
Chile,30406.0,2021-01-01,30133.0,,23132.0,,,7001.0,2423.0
Chile,30406.0,2021-02-01,38172.0,,32389.0,,,5783.0,-1218.0
Chile,30406.0,2021-03-01,38328.0,,33262.0,,,5066.0,-717.0
Chile,30406.0,2021-04-01,38003.0,,33428.0,,,4575.0,-491.0
Chile,30406.0,2021-05-01,39391.0,,34208.0,,,5183.0,608.0
Chile,30406.0,2021-06-01,37991.0,,33083.0,,,4908.0,-275.0
Chile,30406.0,2021-07-01,40883.0,,33925.0,,,6958.0,2050.0
Chile,30406.0,2021-08-01,38290.0,,34225.0,,,4065.0,-2893.0
Chile,30406.0,2021-09-01,38760.0,,34435.0,,,4325.0,260.0
Chile,30406.0,2021-10-01,37843.0,,34182.0,,,3661.0,-664.0
Chile,30406.0,2021-11-01,36368.0,,33391.0,,,2977.0,-684.0
Chile,30406.0,2021-12-01,35840.0,,33523.0,,,2317.0,-660.0
Chile,30406.0,2022-01-01,35275.0,,33092.0,,,2183.0,-134.0
Chile,30406.0,2022-02-01,37165.0,,34819.0,,,2346.0,163.0
Chile,30406.0,2022-03-01,37421.0,,33861.0,,,3560.0,1214.0
Chile,30406.0,2022-04-01,36490.0,,33152.0,,,3338.0,-222.0
Chile,30406.0,2022-05-01,39448.0,,33700.0,,,5748.0,2410.0
Chile,30406.0,2022-06-01,40473.0,,34153.0,,,6320.0,572.0
Chile,30406.0,2022-07-01,38094.0,,34311.0,,,3783.0,-2537.0
Chile,30406.0,2022-08-01,36026.0,,31828.0,,,4198.0,415.0
Chile,30406.0,2022-09-01,33989.0,,29930.0,,,4059.0,-139.0
Chile,30406.0,2022-10-01,33784.0,,29601.0,,,4183.0,124.0
Chile,30406.0,2022-11-01,34202.0,,30916.0,,,3286.0,-897.0
Chile,30406.0,2022-12-01,34042.0,,31099.0,,,2943.0,-343.0
Chile,30406.0,2023-01-01,34177.0,,31625.0,,,2552.0,-391.0
Chile,30406.0,2023-02-01,34702.0,964.0,32054.0,868.0,-253.0,2648.0,96.0
Chile,30406.0,2023-03-01,35690.0,45.0,32815.0,-182.0,1020.0,2875.0,227.0
Chile,30406.0,2023-04-01,37375.0,1689.0,34331.0,1520.0,92.0,3044.0,169.0
Chile,30406.0,2023-05-01,38915.0,2202.0,35307.0,1638.0,-367.0,3608.0,564.0
Chile,30406.0,2023-06-01,39861.0,1293.0,35878.0,918.0,-295.0,3983.0,375.0
Chile,30406.0,2023-07-01,43264.0,3637.0,37578.0,1934.0,-63.0,5686.0,1703.0
Chile,30406.0,2023-08-01,41913.0,-820.0,38101.0,1054.0,-451.0,3812.0,-1874.0
Chile,30406.0,2023-09-01,40022.0,-1057.0,37020.0,-247.0,-802.0,3002.0,-810.0
Chile,30406.0,2023-10-01,39288.0,-411.0,36119.0,-578.0,-563.0,3169.0,167.0
Chile,30406.0,2023-11-01,40406.0,86.0,37431.0,280.0,1153.0,2975.0,-194.0
Chile,30406.0,2023-12-01,40326.0,-1939.0,37241.0,-2049.0,1639.0,3085.0,110.0
Chile,30406.0,2024-01-01,40657.0,427.0,37306.0,161.0,-99.0,3351.0,266.0
Chile,30406.0,2024-02-01,39373.0,-877.0,36486.0,-413.0,-424.0,2887.0,-464.0
Chile,30406.0,2024-03-01,39763.0,207.0,36369.0,-300.0,254.0,3394.0,507.0
Chile,30406.0,2024-04-01,37944.0,-1290.0,34703.0,-1137.0,-512.0,3241.0,-153.0
Chile,30406.0,2024-05-01,37667.0,-662.0,34187.0,-901.0,347.0,3480.0,239.0
Chile,30406.0,2024-06-01,36061.0,-1710.0,28868.0,-5423.0,121.0,7193.0,3713.0
Chile,30406.0,2024-07-01,36014.0,-240.0,28862.0,-199.0,317.0,7152.0,-41.0
Chile,30406.0,2024-08-01,35265.0,-1159.0,28851.0,-421.0,419.0,6414.0,-738.0
Chile,30406.0,2024-09-01,35969.0,445.0,31007.0,1897.0,211.0,4962.0,-1452.0
Chile,30406.0,2024-10-01,34940.0,-426.0,31286.0,882.0,-557.0,3654.0,-1308.0
Chile,30406.0,2024-11-01,34659.0,-259.0,31268.0,4.0,106.0,3391.0,-263.0
Chile,30406.0,2024-12-01,34252.0,-67.0,31685.0,757.0,-330.0,2567.0,-824.0
Chile,30406.0,2025-01-01,35086.0,785.0,32668.0,934.0,90.0,2418.0,-149.0
Chile,30406.0,2025-02-01,35956.0,455.0,33327.0,244.0,396.0,2629.0,211.0
Chile,30406.0,2025-03-01,37103.0,1086.0,34212.0,824.0,45.0,2891.0,262.0
Chile,30406.0,2025-04-01,38240.0,1117.0,35436.0,1204.0,124.0,2804.0,-87.0
Chile,30406.0,2025-05-01,38088.0,101.0,35643.0,460.0,-301.0,2445.0,-359.0
Chile,30406.0,2025-06-01,39196.0,1051.0,36539.0,839.0,208.0,2657.0,212.0
Chile,30406.0,2025-07-01,38933.0,-144.0,36550.0,130.0,-34.0,2383.0,-274.0
Chile,30406.0,2025-08-01,39058.0,-127.0,36828.0,26.0,254.0,2230.0,-153.0
Chile,30406.0,2025-09-01,38871.0,-232.0,37124.0,251.0,130.0,1747.0,-483.0
Chile,30406.0,2025-10-01,39528.0,550.0,37623.0,392.0,78.0,1905.0,158.0
Chile,30406.0,2025-11-01,39559.0,-14.0,37692.0,24.0,53.0,1867.0,-38.0
Chile,30406.0,2025-12-01,39617.0,-613.0,37710.0,-653.0,55.0,1907.0,40.0
Chile,30406.0,2026-01-01,39428.0,113.0,34274.0,-3134.0,-86.0,5154.0,3247.0
Chile,30406.0,2026-02-01,35504.0,-3111.0,22888.0,-10573.0,423.0,12616.0,7462.0
Chile,30406.0,2026-03-01,34132.0,-842.0,22976.0,618.0,-257.0,11156.0,-1460.0
Chile,30406.0,2026-04-01,34716.0,518.0,23904.0,862.0,-16.0,10812.0,-344.0
Chile,30406.0,2026-05-01,35005.0,470.0,24530.0,807.0,-244.0,10475.0,-337.0
"China, Mainland",41408.0,2020-01-01,1078601.0,,1073121.0,,,5480.0,3064.0
"China, Mainland",41408.0,2020-02-01,1092261.0,,1088850.0,,,3411.0,-2069.0
"China, Mainland",41408.0,2020-03-01,1081615.0,,1048890.0,,,32725.0,29314.0
"China, Mainland",41408.0,2020-04-01,1072804.0,,1028311.0,,,44493.0,11768.0
"China, Mainland",41408.0,2020-05-01,1083735.0,,1044888.0,,,38847.0,-5646.0
"China, Mainland",41408.0,2020-06-01,1074433.0,,1040416.0,,,34017.0,-4830.0
"China, Mainland",41408.0,2020-07-01,1073407.0,,1045933.0,,,27474.0,-6543.0
"China, Mainland",41408.0,2020-08-01,1067965.0,,1050447.0,,,17518.0,-9956.0
"China, Mainland",41408.0,2020-09-01,1061746.0,,1041822.0,,,19924.0,2406.0
"China, Mainland",41408.0,2020-10-01,1054018.0,,1029060.0,,,24958.0,5034.0
"China, Mainland",41408.0,2020-11-01,1062960.0,,1031023.0,,,31937.0,6979.0
"China, Mainland",41408.0,2020-12-01,1072281.0,,1032634.0,,,39647.0,7710.0
"China, Mainland",41408.0,2021-01-01,1095180.0,,1037840.0,,,57340.0,17693.0
"China, Mainland",41408.0,2021-02-01,1104226.0,,1028184.0,,,76042.0,18702.0
"China, Mainland",41408.0,2021-03-01,1100366.0,,1044636.0,,,55730.0,-20312.0
"China, Mainland",41408.0,2021-04-01,1096080.0,,1063437.0,,,32643.0,-23087.0
"China, Mainland",41408.0,2021-05-01,1078439.0,,1063114.0,,,15325.0,-17318.0
"China, Mainland",41408.0,2021-06-01,1061844.0,,1058503.0,,,3341.0,-11984.0
"China, Mainland",41408.0,2021-07-01,1068347.0,,1053679.0,,,14668.0,11327.0
"China, Mainland",41408.0,2021-08-01,1047016.0,,1043989.0,,,3027.0,-11641.0
"China, Mainland",41408.0,2021-09-01,1047543.0,,1045154.0,,,2389.0,-638.0
"China, Mainland",41408.0,2021-10-01,1065403.0,,1062693.0,,,2710.0,321.0
